"ANON_ID","SECTION","SHORT_PAPER_SCORE","FINAL_EXAM_SCORE","MIDTERM_EXAM_SCORE","POST_LECTURE_QUIZ_SCORE","PRE_LECTURE_ASSIGNMENT_SCORE","STUDY_HABITS_CHALLENGE_SCORE","READING_QUIZ_SCORE","OVERALL_COURSE_GRADE","NUM_ASSIGNMENTS","NUM_MISSING","NUM_LATE","NUM_NOT_ON_TIME","NUM_ON_TIME","PCT_MISSING","PCT_LATE","PCT_NOT_ON_TIME","PCT_ON_TIME","MEAN_HOUR_DIFF"
"D056E288","F21-001",83,86.25,78.6675,93,99.08,75,95.3333333333333,87.190119047619,83,0,0,0,83,0,0,0,1,-11.220953815261
"D056E458","F21-001",85,71.25,78.6675,86.6,90.52,57.5,96,80.7910714285714,83,6,4,10,73,0.072289156626506,0.0481927710843374,0.120481927710843,0.879518072289157,-27.1479256854257
"D19A94ED","F21-001",88,92.5,88.665,77.4,89.08,63,89.6666666666667,84.0445238095238,83,4,17,21,62,0.0481927710843374,0.204819277108434,0.253012048192771,0.746987951807229,3.91497187060478
"D7A1D0E3","F21-001",88,81.875,93.3325,93.2,92.52,74.5,99,88.9182142857143,83,2,11,13,70,0.0240963855421687,0.132530120481928,0.156626506024096,0.843373493975904,-1.41490740740741
"DA1CC80E","F21-001",83,81.25,82.4175,80.7333333333333,97.36,56.5,93.6666666666667,82.1325,83,6,10,16,67,0.072289156626506,0.120481927710843,0.192771084337349,0.807228915662651,-11.5130519480519
"DA1CC88D","F21-001",87,67.5,69.65,96.2,99.4,75,98.6666666666667,84.7738095238095,83,0,0,0,83,0,0,0,1,-18.4139123159304
"DA1CC8FA","F21-001",81,72.5,75.715,85.8666666666667,98.56,74.5,87.3333333333333,82.2107142857143,83,0,2,2,81,0,0.0240963855421687,0.0240963855421687,0.975903614457831,-30.8372222222222
"DA1CC92B","F21-001",84,91.25,86.75,83.8,94.04,64,79,83.2628571428571,83,4,18,22,61,0.0481927710843374,0.216867469879518,0.265060240963855,0.734939759036145,-12.7911075949367
"DA1CC9F2","F21-001",83,87.5,92.3325,98.6,99.88,70,85.3333333333333,88.0922619047619,83,2,0,2,81,0.0240963855421687,0,0.0240963855421687,0.975903614457831,-4.56637860082304
"E10D6B06","F21-001",83,60,65.25,95.8,99,74.5,94.3333333333333,81.697619047619,83,0,2,2,81,0,0.0240963855421687,0.0240963855421687,0.975903614457831,-8.65925033467202
"E36D37A2","F21-001",83,91.25,76.8825,97.8,99.08,75,92.6666666666667,87.9541666666667,83,0,6,6,77,0,0.072289156626506,0.072289156626506,0.927710843373494,-5.9101171352075
"E42FC8EF","F21-001",83,96.25,95,95.6,94.96,74,97,90.83,83,1,8,9,74,0.0120481927710843,0.0963855421686747,0.108433734939759,0.891566265060241,-11.6592344173442
"E42FCB02","F21-001",37,55.625,58.5,61.6,69.72,45.5,54,54.5635714285714,83,18,20,38,45,0.216867469879518,0.240963855421687,0.457831325301205,0.542168674698795,5.77502991452991
"E5D7002F","F21-001",74,76.25,71.1675,73.2,87.24,69.5,75.6666666666667,75.2891666666667,83,8,4,12,71,0.0963855421686747,0.0481927710843374,0.144578313253012,0.855421686746988,-10.5885703703704
"E6AFCB5A","F21-001",86,88.75,93.0825,91.2,96.16,69.5,98.3333333333333,89.0036904761905,83,2,15,17,66,0.0240963855421687,0.180722891566265,0.204819277108434,0.795180722891566,-10.9289917695473
"E770B5E5","F21-001",91,96.25,95,93.8,99.76,68.5,93.6666666666667,91.1395238095238,83,1,6,7,76,0.0120481927710843,0.072289156626506,0.0843373493975904,0.91566265060241,-1.88383807588076
"E80C0177","F21-001",81,86.25,70.5,89.6666666666667,88.4,74.5,96,83.7595238095238,83,3,14,17,66,0.036144578313253,0.168674698795181,0.204819277108434,0.795180722891566,-4.67612152777778
"E8C9E3C9","F21-001",89,81.25,79.75,89.2,99.48,60,86.6666666666667,83.6209523809524,83,5,7,12,71,0.0602409638554217,0.0843373493975904,0.144578313253012,0.855421686746988,-18.5493803418803
"E8EFAAC2","F21-001",89,85,85.25,91.8,97.96,74.5,88.3333333333333,87.4061904761905,83,0,3,3,80,0,0.036144578313253,0.036144578313253,0.963855421686747,-28.1798527443106
"E9076E1D","F21-001",80,85,78,48.6666666666667,86.48,59,86,74.7352380952381,83,8,19,27,56,0.0963855421686747,0.228915662650602,0.325301204819277,0.674698795180723,-3.00872592592593
"EA81F456","F21-001",87,77.5,74.3175,87,97.52,73.5,94.3333333333333,84.4529761904762,83,0,15,15,68,0,0.180722891566265,0.180722891566265,0.819277108433735,-11.0518406961178
"EAF8C934","F21-001",91,72.5,80.8325,91.2,99.52,75,99.3333333333333,87.055119047619,83,1,4,5,78,0.0120481927710843,0.0481927710843374,0.0602409638554217,0.939759036144578,-6.41155826558266
"EBA7A71D","F21-001",89,81.25,57.4825,91.4,94.84,74.5,85.3333333333333,81.9722619047619,83,1,5,6,77,0.0120481927710843,0.0602409638554217,0.072289156626506,0.927710843373494,-16.1197391598916
"EDE85BA6","F21-001",92,86.25,78.75,96.2,98.32,75,96.6666666666667,89.0266666666667,83,0,4,4,79,0,0.0481927710843374,0.0481927710843374,0.951807228915663,-24.361328647925
"EDE85EBD","F21-001",79,89.375,86.665,89.6666666666667,79.88,75,82.6666666666667,83.1790476190476,83,5,1,6,77,0.0602409638554217,0.0120481927710843,0.072289156626506,0.927710843373494,-9.80565527065527
"EE485552","F21-001",82,63.75,66.2175,57.8,97.84,50,74.6666666666667,70.324880952381,83,13,6,19,64,0.156626506024096,0.072289156626506,0.228915662650602,0.771084337349398,-6.18843253968254
"EE485621","F21-001",85,71.25,64.4,87.2,95.6,70,95.6666666666667,81.302380952381,83,3,0,3,80,0.036144578313253,0,0.036144578313253,0.963855421686747,-33.4641701388889
"EF9BA9C1","F21-001",86,86.875,87.15,84.8,92.4,60.5,80.6666666666667,82.6273809523809,83,7,11,18,65,0.0843373493975904,0.132530120481928,0.216867469879518,0.783132530120482,-14.6553472222222
"F36F68C8","F21-001",91,88.75,87.165,98.4,98.96,74.5,99.3333333333333,91.1583333333333,83,0,8,8,75,0,0.0963855421686747,0.0963855421686747,0.903614457831325,-5.55342369477912
"F543A1B2","F21-001",82,93.75,94,94,97.96,75,97.3333333333333,90.577619047619,83,0,6,6,77,0,0.072289156626506,0.072289156626506,0.927710843373494,-7.55577309236948
"F62BB130","F21-001",82,78.75,82.1675,86.4,96.92,73.5,91.6666666666667,84.4863095238095,83,1,14,15,68,0.0120481927710843,0.168674698795181,0.180722891566265,0.819277108433735,-7.55251693766938
"F62BB14F","F21-001",87.5,86.25,84.1325,78.4,92.92,69.5,82,82.9575,83,3,4,7,76,0.036144578313253,0.0481927710843374,0.0843373493975904,0.91566265060241,-13.2299583333333
"F67BFDA3","F21-001",80.5,59.375,71.25,83.8,90.92,64,83,76.1207142857143,83,3,19,22,61,0.036144578313253,0.228915662650602,0.265060240963855,0.734939759036145,-5.590625
"F727D9DA","F21-001",90,83.75,92.5,98.2,99.88,74.5,96.3333333333333,90.737619047619,83,0,3,3,80,0,0.036144578313253,0.036144578313253,0.963855421686747,-23.6507161981258
"FAA91A15","F21-001",90,88.125,80.3325,84.4,91.32,74.5,87,85.0967857142857,83,3,3,6,77,0.036144578313253,0.036144578313253,0.072289156626506,0.927710843373494,-10.6626979166667
"FB989074","F21-001",83,50,59.5825,56.2,72.4,58.5,63.6666666666667,63.3355952380952,83,12,14,26,57,0.144578313253012,0.168674698795181,0.313253012048193,0.686746987951807,1.47776212832551
"FCEE35D9","F21-001",93,90,89.5,88.0666666666667,94.48,70,86.3333333333333,87.34,83,3,5,8,75,0.036144578313253,0.0602409638554217,0.0963855421686747,0.903614457831325,-12.5853020833333
"FFBD3467","F21-001",73,70,59.415,68.6,95.92,61.5,86.6666666666667,73.5859523809524,83,5,24,29,54,0.0602409638554217,0.289156626506024,0.349397590361446,0.650602409638554,3.35816239316239
